Episode,Result,Duration,A_Attack,A_Block,A_Dodge,A_Hit,A_Blocked,B_Attack,B_Block,B_Dodge,B_Hit,B_Blocked
1,AgentA wins,14.14,6,4,2,5,0,5,0,1,0,4
2,AgentA wins,13.14,6,2,0,5,0,5,0,1,0,0
3,AgentA wins,14.20,6,4,3,5,0,5,0,1,1,4
4,AgentA wins,15.57,7,3,0,5,0,6,0,1,0,0
5,AgentA wins,16.52,7,5,3,5,0,6,0,1,1,5
6,AgentA wins,14.19,6,4,3,5,0,5,0,1,1,4
7,AgentA wins,14.00,6,4,3,5,0,5,0,1,1,4
8,AgentA wins,19.15,8,6,4,5,0,7,0,1,1,6
9,AgentA wins,14.26,6,5,2,5,0,5,0,1,0,5
10,AgentA wins,13.94,6,4,2,5,0,5,0,1,1,4
11,AgentA wins,14.19,6,4,3,5,0,5,0,1,1,4
12,AgentA wins,14.31,6,4,3,5,0,5,0,1,1,4
13,AgentA wins,14.09,6,4,3,5,0,5,0,1,1,4
14,AgentA wins,16.91,7,6,2,5,0,6,0,1,0,6
15,AgentA wins,14.15,6,4,3,5,0,5,0,1,1,4
16,AgentA wins,16.52,7,4,3,5,0,6,0,1,1,4
17,AgentA wins,19.02,8,6,4,5,0,7,0,1,1,5
18,AgentA wins,14.08,6,4,3,5,0,5,0,1,1,4
19,AgentA wins,13.12,6,1,1,5,0,5,0,1,0,0
20,AgentA wins,13.75,6,4,3,5,0,5,0,1,1,4
21,AgentA wins,14.00,6,4,2,5,0,5,0,1,1,4
22,AgentA wins,16.49,7,4,3,5,0,6,0,1,1,4
23,AgentA wins,13.50,6,4,3,5,0,5,0,1,1,4
24,AgentA wins,14.02,6,4,3,5,0,5,0,1,0,4
25,AgentA wins,14.01,6,4,2,5,0,5,0,1,1,4
26,AgentA wins,14.05,6,4,3,5,0,5,0,1,1,4
27,AgentA wins,14.03,6,4,2,5,0,5,0,1,1,4
28,AgentA wins,19.22,8,6,4,5,0,7,0,1,2,5
29,AgentA wins,14.02,6,3,2,5,0,5,0,1,1,3
30,AgentA wins,14.19,6,4,3,5,0,5,0,1,1,4
31,AgentA wins,14.06,6,4,3,5,0,5,0,1,1,4
32,AgentA wins,13.93,6,4,2,5,0,5,0,1,1,4
33,AgentA wins,16.58,7,5,3,5,0,6,0,1,1,5
34,AgentA wins,13.93,6,4,3,5,0,5,0,1,1,4
35,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
36,AgentA wins,16.48,7,5,3,5,0,6,0,1,1,5
37,AgentA wins,13.05,6,3,0,5,0,5,0,1,0,0
38,AgentA wins,14.29,6,4,3,5,0,5,0,1,1,4
39,AgentA wins,13.94,6,4,2,5,0,5,0,1,1,4
40,AgentA wins,17.24,7,6,2,5,0,6,0,1,1,5
41,AgentA wins,14.16,6,4,3,5,0,5,0,1,1,4
42,AgentA wins,14.01,6,4,3,5,0,5,0,1,1,4
43,AgentA wins,13.42,6,4,3,5,0,5,0,1,1,4
44,AgentA wins,14.06,6,4,3,5,0,5,0,1,1,4
45,AgentA wins,14.14,6,4,3,5,0,5,0,1,1,4
46,AgentA wins,13.97,6,4,2,5,0,5,0,1,1,4
47,AgentA wins,13.95,6,4,2,5,0,5,0,1,1,4
48,AgentA wins,13.25,6,3,3,5,0,5,0,1,2,3
49,AgentA wins,16.41,7,5,3,5,0,6,0,1,1,5
50,AgentA wins,13.94,6,4,2,5,0,5,0,1,1,4
51,AgentA wins,16.52,7,5,2,5,0,6,0,1,1,5
52,AgentA wins,13.40,6,4,3,5,0,5,0,1,1,4
53,AgentA wins,16.70,7,5,3,5,0,6,0,1,2,4
54,AgentA wins,13.37,6,3,3,5,0,5,0,1,2,3
55,AgentA wins,14.00,6,4,3,5,0,5,0,1,1,4
56,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
57,AgentA wins,13.93,6,4,2,5,0,5,0,1,1,4
58,AgentA wins,15.87,7,4,3,5,0,5,0,1,2,3
59,AgentA wins,16.35,7,5,3,5,0,6,0,1,1,5
60,AgentA wins,14.26,6,4,3,5,0,5,0,1,1,4
61,AgentA wins,13.29,6,3,3,5,0,5,0,1,2,3
62,AgentA wins,16.56,7,5,3,5,0,6,0,1,1,5
63,AgentA wins,14.05,6,4,3,5,0,5,0,1,1,4
64,AgentA wins,13.59,6,3,3,5,0,5,0,1,2,3
65,AgentA wins,13.98,6,4,3,5,0,5,0,1,1,4
66,AgentA wins,14.18,6,4,3,5,0,5,0,1,1,4
67,AgentA wins,15.50,7,4,3,5,0,5,0,1,1,4
68,AgentA wins,13.86,6,4,3,5,0,5,0,1,1,4
69,AgentA wins,14.27,6,4,3,5,0,5,0,1,2,3
70,AgentA wins,13.05,6,1,0,5,0,5,0,1,0,0
71,AgentA wins,13.07,6,2,0,5,0,5,0,1,0,0
72,AgentB wins,15.66,6,4,3,4,0,6,0,1,5,0
73,AgentA wins,14.54,6,5,3,5,0,5,0,1,1,4
74,AgentA wins,13.95,6,4,2,5,0,5,0,1,1,4
75,AgentA wins,13.93,6,4,3,5,0,5,0,1,1,4
76,AgentA wins,16.63,7,5,3,5,0,6,0,1,1,5
77,AgentA wins,16.39,7,4,3,5,0,6,0,1,2,4
78,AgentA wins,18.97,8,6,3,5,0,7,0,1,1,6
79,AgentA wins,14.18,6,4,3,5,0,5,0,1,1,4
80,AgentA wins,14.10,6,4,3,5,0,5,0,1,1,4
81,AgentA wins,24.48,10,7,5,5,0,9,0,2,2,6
82,AgentA wins,13.94,6,4,3,5,0,5,0,1,3,2
83,AgentA wins,14.08,6,4,3,5,0,5,0,1,1,4
84,AgentA wins,13.61,6,4,3,5,0,5,0,1,3,2
85,AgentA wins,13.97,6,4,3,5,0,5,0,1,1,4
86,AgentA wins,19.09,8,5,4,5,0,7,0,1,2,4
87,AgentA wins,14.11,6,4,2,5,0,5,0,1,1,4
88,AgentA wins,16.47,7,5,3,5,0,6,0,1,1,5
89,AgentA wins,14.31,6,4,3,5,0,5,0,1,1,4
90,AgentA wins,14.14,6,3,3,5,0,5,0,1,1,2
91,AgentA wins,14.19,6,4,3,5,0,5,0,1,1,4
92,AgentA wins,14.03,6,4,2,5,0,5,0,1,1,4
93,AgentA wins,14.21,6,4,3,5,0,5,0,1,1,4
94,AgentA wins,14.14,6,4,3,5,0,5,0,1,1,3
95,AgentA wins,14.16,6,4,3,5,0,5,0,1,1,3
96,AgentA wins,14.22,6,4,3,5,0,5,0,1,1,4
97,AgentA wins,14.09,6,4,3,5,0,5,0,1,1,4
98,AgentA wins,14.20,6,4,3,5,0,5,0,1,1,4
99,AgentA wins,14.13,6,4,3,5,0,5,0,1,1,4
100,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
101,AgentA wins,13.65,6,4,3,5,0,5,0,1,3,2
102,AgentA wins,14.26,6,4,3,5,0,5,0,1,1,4
103,AgentA wins,13.98,6,4,2,5,0,5,0,1,1,4
104,AgentA wins,16.44,7,5,3,5,0,6,0,1,1,4
105,AgentA wins,14.36,6,4,3,5,0,5,0,1,1,3
106,AgentA wins,16.41,7,5,3,5,0,6,0,1,1,5
107,AgentA wins,13.92,6,4,2,5,0,5,0,1,1,4
108,AgentA wins,16.54,7,5,3,5,0,6,0,1,1,5
109,AgentA wins,13.95,6,4,2,5,0,5,0,1,1,4
110,AgentA wins,16.64,7,5,3,5,0,6,0,1,1,5
111,AgentA wins,16.57,7,5,3,5,0,6,0,1,1,5
112,AgentA wins,14.04,6,4,2,5,0,5,0,1,1,4
113,AgentA wins,13.99,6,4,3,5,0,5,0,1,1,4
114,AgentA wins,13.45,6,4,3,5,0,5,0,1,1,4
115,AgentA wins,13.94,6,4,2,5,0,5,0,1,1,3
116,AgentA wins,14.12,6,4,3,5,0,5,0,1,1,4
117,AgentA wins,13.60,6,4,3,5,0,5,0,1,1,4
118,AgentA wins,14.06,6,4,2,5,0,5,0,1,0,3
119,AgentA wins,14.13,6,4,3,5,0,5,0,1,1,3
120,AgentA wins,21.76,9,5,4,5,0,8,0,2,3,5
121,AgentA wins,13.95,6,4,2,5,0,5,0,1,1,4
122,AgentA wins,14.44,6,4,3,5,0,5,0,1,1,4
123,AgentA wins,16.45,7,5,3,5,0,6,0,1,1,5
124,AgentA wins,18.41,8,5,4,5,0,6,0,1,1,5
125,AgentA wins,16.45,7,4,3,5,0,6,0,1,2,3
126,AgentA wins,14.17,6,4,3,5,0,5,0,1,1,4
127,AgentA wins,14.04,6,4,2,5,0,5,0,1,1,3
128,AgentA wins,16.47,7,4,3,5,0,6,0,1,1,4
129,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,3
130,AgentA wins,16.54,7,4,3,5,0,6,0,1,2,4
131,AgentA wins,13.91,6,4,2,5,0,5,0,1,1,4
132,AgentA wins,13.92,6,4,3,5,0,5,0,1,1,4
133,AgentA wins,14.02,6,4,2,5,0,5,0,1,1,4
134,AgentA wins,14.00,6,4,2,5,0,5,0,1,1,4
135,AgentA wins,13.99,6,4,2,5,0,5,0,1,1,4
136,AgentA wins,13.62,6,3,3,5,0,5,0,1,2,3
137,AgentA wins,13.96,6,4,2,5,0,5,0,1,1,4
138,AgentA wins,13.99,6,4,3,5,0,5,0,1,1,4
139,AgentA wins,16.13,7,4,3,5,0,6,0,1,1,4
140,AgentA wins,13.99,6,4,3,5,0,5,0,1,1,4
141,AgentA wins,13.96,6,4,2,5,0,5,0,1,1,4
142,AgentA wins,13.10,6,3,0,5,0,5,0,1,0,0
143,AgentA wins,14.15,6,4,3,5,0,5,0,1,1,4
144,AgentA wins,15.97,7,4,3,5,0,5,0,1,3,2
145,AgentA wins,16.38,7,4,3,5,0,6,0,1,2,4
146,AgentA wins,14.17,6,4,3,5,0,5,0,1,1,4
147,AgentA wins,13.10,6,2,0,5,0,5,0,1,0,0
148,AgentA wins,13.28,6,3,3,5,0,5,0,1,2,3
149,AgentA wins,13.92,6,4,3,5,0,5,0,1,1,4
150,AgentA wins,14.12,6,4,3,5,0,5,0,1,1,4
151,AgentA wins,14.32,6,5,2,5,0,5,0,1,1,4
152,AgentA wins,16.61,7,4,3,5,0,6,0,1,2,4
153,AgentA wins,14.01,6,4,3,5,0,5,0,1,0,4
154,AgentA wins,13.41,6,4,3,5,0,5,0,1,1,4
155,AgentA wins,13.96,6,4,3,5,0,5,0,1,0,4
156,AgentA wins,14.15,6,4,3,5,0,5,0,1,1,4
157,AgentA wins,14.09,6,4,3,5,0,5,0,1,1,4
158,AgentA wins,13.99,6,4,3,5,0,5,0,1,0,3
159,AgentA wins,13.04,6,2,0,5,0,5,0,1,0,0
160,AgentA wins,16.67,7,5,3,5,0,6,0,1,1,5
161,AgentA wins,14.04,6,4,3,5,0,5,0,1,1,3
162,AgentA wins,14.09,6,4,3,5,0,5,0,1,1,4
163,AgentA wins,14.18,6,4,3,5,0,5,0,1,1,4
164,AgentA wins,16.72,7,5,3,5,0,6,0,1,1,5
165,AgentA wins,14.17,6,4,3,5,0,5,0,1,1,4
166,AgentA wins,14.10,6,4,3,5,0,5,0,1,1,4
167,AgentA wins,14.11,6,4,3,5,0,5,0,1,0,4
168,AgentA wins,14.01,6,4,2,5,0,5,0,1,1,4
169,AgentA wins,13.01,6,2,0,5,0,5,0,1,0,0
170,AgentA wins,16.73,7,5,3,5,0,6,0,1,1,5
171,AgentA wins,14.19,6,4,3,5,0,5,0,1,0,4
172,AgentA wins,19.00,8,5,4,5,0,7,0,1,2,5
173,AgentA wins,16.46,7,5,3,5,0,6,0,1,1,5
174,AgentA wins,14.05,6,4,2,5,0,5,0,1,1,4
175,AgentA wins,14.21,6,4,3,5,0,5,0,1,1,4
176,AgentA wins,14.06,6,4,2,5,0,5,0,1,1,4
177,AgentA wins,13.13,6,1,0,5,0,5,0,1,0,0
178,AgentA wins,13.94,6,4,3,5,0,5,0,1,1,4
179,AgentA wins,14.03,6,4,2,5,0,5,0,1,1,4
180,AgentA wins,16.27,7,5,4,5,0,6,0,1,1,5
181,AgentA wins,16.00,7,5,4,5,0,6,0,1,1,5
182,AgentA wins,14.11,6,4,3,5,0,5,0,1,1,4
183,AgentA wins,14.12,6,4,2,5,0,5,0,1,1,4
184,AgentA wins,13.06,6,2,1,5,0,5,0,1,0,0
185,AgentA wins,14.38,6,4,3,5,0,5,0,1,1,4
186,AgentA wins,13.59,6,4,3,5,0,5,0,1,3,2
187,AgentA wins,15.91,7,4,4,5,0,5,0,1,1,4
188,AgentA wins,16.53,7,4,3,5,0,6,0,1,2,4
189,AgentA wins,14.14,6,4,2,5,0,5,0,1,1,4
190,AgentA wins,13.68,6,3,3,5,0,5,0,1,2,3
191,AgentA wins,13.97,6,4,3,5,0,5,0,1,1,4
192,AgentA wins,14.11,6,4,3,5,0,5,0,1,1,4
193,AgentA wins,16.43,7,5,3,5,0,6,0,1,1,5
194,AgentA wins,16.45,7,5,3,5,0,6,0,1,1,5
195,AgentA wins,14.08,6,4,3,5,0,5,0,1,1,4
