Episode,Result,Duration,A_Attack,A_Block,A_Dodge,A_Hit,A_Blocked,B_Attack,B_Block,B_Dodge,B_Hit,B_Blocked
1,AgentA wins,14.11,6,3,3,5,0,5,0,1,1,3
2,AgentA wins,13.19,6,2,0,5,0,5,0,1,0,0
3,AgentA wins,14.27,6,4,3,5,0,5,0,1,1,4
4,AgentA wins,16.62,7,5,3,5,0,6,0,1,1,5
5,AgentA wins,13.63,6,3,3,5,0,5,0,1,2,3
6,AgentA wins,14.21,6,3,3,5,0,5,0,1,1,3
7,AgentA wins,13.86,6,4,2,5,0,5,0,1,1,4
8,AgentA wins,13.90,6,4,3,5,0,5,0,1,1,4
9,AgentA wins,14.04,6,4,3,5,0,5,0,1,1,4
10,AgentA wins,16.29,7,4,3,5,0,6,0,1,2,4
11,AgentA wins,14.01,6,4,3,5,0,5,0,1,1,4
12,AgentA wins,16.56,7,5,3,5,0,6,0,1,1,5
13,AgentA wins,16.42,7,5,3,5,0,6,0,1,1,5
14,AgentA wins,13.01,6,2,0,5,0,5,0,1,0,0
15,AgentA wins,13.96,6,4,2,5,0,5,0,1,1,4
16,AgentA wins,13.40,6,4,3,5,0,5,0,1,1,4
17,AgentA wins,14.14,6,4,3,5,0,5,0,1,1,4
18,AgentA wins,13.87,6,4,3,5,0,5,0,1,1,4
19,AgentA wins,14.12,6,4,3,5,0,5,0,1,1,3
20,AgentA wins,16.58,7,5,3,5,0,6,0,1,1,5
21,AgentA wins,16.50,7,4,3,5,0,6,0,1,2,4
22,AgentA wins,16.79,7,5,3,5,0,6,0,1,1,5
23,AgentA wins,16.78,7,4,3,5,0,6,0,1,3,3
24,AgentA wins,16.51,7,5,3,5,0,6,0,1,1,5
25,AgentA wins,19.11,8,6,3,5,0,7,0,1,1,6
26,AgentA wins,13.61,6,4,3,5,0,5,0,1,1,4
27,AgentA wins,19.08,8,6,4,5,0,7,0,1,1,6
28,AgentA wins,16.50,7,5,3,5,0,6,0,1,1,5
29,AgentA wins,14.18,6,4,2,5,0,5,0,1,1,3
30,AgentA wins,13.93,6,4,3,5,0,5,0,1,1,4
31,AgentA wins,14.10,6,4,3,5,0,5,0,1,1,4
32,AgentA wins,14.06,6,4,3,5,0,5,0,1,1,4
33,AgentA wins,13.39,6,4,3,5,0,5,0,1,3,2
34,AgentA wins,14.01,6,4,3,5,0,5,0,1,1,4
35,AgentA wins,13.10,6,2,0,5,0,5,0,1,0,0
36,AgentA wins,21.50,9,6,4,5,0,8,0,1,3,4
37,AgentA wins,14.25,6,4,3,5,0,5,0,1,1,4
38,AgentA wins,13.06,6,2,0,5,0,5,0,1,0,0
39,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
40,AgentA wins,13.97,6,3,3,5,0,5,0,1,1,3
41,AgentA wins,13.85,6,4,2,5,0,5,0,1,1,4
42,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
43,AgentA wins,14.20,6,4,3,5,0,5,0,1,1,4
44,AgentA wins,14.07,6,4,2,5,0,5,0,1,1,4
45,AgentA wins,14.05,6,4,2,5,0,5,0,1,1,4
46,AgentA wins,14.44,6,4,3,5,0,5,0,1,1,4
47,AgentA wins,18.16,8,5,3,5,0,6,0,1,1,5
48,AgentA wins,14.21,6,4,3,5,0,5,0,1,1,4
49,AgentA wins,13.91,6,4,2,5,0,5,0,1,1,4
50,AgentA wins,13.97,6,4,3,5,0,5,0,1,1,4
51,AgentA wins,14.05,6,4,3,5,0,5,0,1,1,4
52,AgentA wins,16.41,7,5,3,5,0,6,0,1,1,5
53,AgentA wins,13.06,6,2,0,5,0,5,0,1,0,0
54,AgentA wins,16.63,7,5,3,5,0,6,0,1,1,5
55,AgentA wins,19.07,8,6,4,5,0,7,0,1,1,6
56,AgentA wins,13.95,6,4,2,5,0,5,0,1,1,4
57,AgentA wins,13.97,6,4,2,5,0,5,0,1,1,4
58,AgentA wins,14.13,6,4,3,5,0,5,0,1,1,4
