Episode,Result,Duration,A_Attack,A_Block,A_Dodge,A_Hit,A_Blocked,B_Attack,B_Block,B_Dodge,B_Hit,B_Blocked
1,AgentA wins,13.53,6,1,0,5,0,5,0,1,0,0
2,AgentA wins,16.56,7,5,3,5,0,6,0,1,1,5
3,AgentA wins,14.28,6,4,3,5,0,5,0,1,1,4
4,AgentA wins,14.06,6,4,2,5,0,5,0,1,1,4
5,AgentA wins,13.89,6,3,3,5,0,5,0,1,1,3
6,AgentA wins,15.58,7,4,3,5,0,5,0,1,1,4
7,AgentA wins,16.02,7,5,4,5,0,6,0,1,1,5
8,AgentA wins,19.24,8,6,4,5,0,7,0,1,2,5
9,AgentA wins,19.22,8,5,4,5,0,7,0,1,3,2
10,AgentA wins,13.18,6,3,3,5,0,5,0,1,2,3
11,AgentA wins,13.13,6,3,3,5,0,5,0,1,0,3
12,AgentA wins,14.20,6,4,3,5,0,5,0,1,1,4
13,AgentA wins,16.89,7,3,3,5,0,6,0,1,3,1
14,AgentA wins,13.55,6,3,3,5,0,5,0,1,1,3
15,AgentA wins,14.26,6,4,3,5,0,5,0,1,1,4
16,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
17,AgentA wins,19.19,8,5,4,5,0,7,0,2,2,5
18,AgentA wins,13.90,6,4,3,5,0,5,0,1,1,4
19,AgentA wins,16.70,7,5,3,5,0,6,0,1,1,5
20,AgentA wins,14.01,6,4,3,5,0,5,0,1,1,3
21,AgentA wins,13.87,6,4,3,5,0,5,0,1,0,4
22,AgentA wins,14.00,6,4,2,5,0,5,0,1,1,4
23,AgentA wins,14.11,6,4,3,5,0,5,0,1,0,4
24,AgentA wins,14.28,6,4,3,5,0,5,0,1,1,4
25,AgentA wins,13.92,6,4,2,5,0,5,0,1,1,4
26,AgentA wins,14.00,6,4,3,5,0,5,0,1,1,4
27,AgentA wins,14.07,6,4,3,5,0,5,0,1,0,4
28,AgentA wins,13.97,6,4,3,5,0,5,0,1,1,4
29,AgentA wins,13.97,6,4,2,5,0,5,0,1,1,4
30,AgentA wins,19.00,8,6,4,5,0,7,0,1,0,5
31,AgentA wins,16.55,7,5,3,5,0,6,0,1,1,5
32,AgentA wins,13.87,6,4,2,5,0,5,0,1,1,3
33,AgentA wins,13.09,6,2,0,5,0,5,0,1,0,0
34,AgentA wins,13.51,6,4,3,5,0,5,0,1,1,4
35,AgentA wins,16.47,7,5,3,5,0,6,0,1,1,5
36,AgentA wins,14.19,6,4,3,5,0,5,0,1,1,4
37,AgentA wins,14.28,6,4,3,5,0,5,0,1,1,4
38,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
39,AgentA wins,14.04,6,4,3,5,0,5,0,1,1,4
40,AgentA wins,14.01,6,4,2,5,0,5,0,1,1,4
41,AgentA wins,13.05,6,0,1,5,0,5,0,1,0,0
42,AgentA wins,13.36,6,3,3,5,0,5,0,1,0,3
43,AgentA wins,14.11,6,4,3,5,0,5,0,1,1,3
44,AgentA wins,14.16,6,4,3,5,0,5,0,1,1,4
45,AgentA wins,14.08,6,4,2,5,0,5,0,1,1,4
46,AgentA wins,14.14,6,4,3,5,0,5,0,1,1,4
47,AgentA wins,14.15,6,4,3,5,0,5,0,1,1,4
48,AgentA wins,13.99,6,4,2,5,0,5,0,1,1,4
49,AgentA wins,13.98,6,4,2,5,0,5,0,1,1,4
50,AgentA wins,14.02,6,4,2,5,0,5,0,1,1,4
51,AgentA wins,14.38,6,4,3,5,0,5,0,1,1,4
52,AgentA wins,13.55,6,4,3,5,0,5,0,1,1,4
53,AgentA wins,16.51,7,5,3,5,0,6,0,1,1,5
54,AgentA wins,14.09,6,4,3,5,0,5,0,1,1,4
