Episode,Result,Duration,A_Attack,A_Block,A_Dodge,A_Hit,A_Blocked,B_Attack,B_Block,B_Dodge,B_Hit,B_Blocked
1,AgentA wins,27.15,11,10,5,5,0,10,0,1,3,2
2,AgentA wins,14.54,6,6,3,5,0,5,0,1,0,2
3,AgentA wins,19.84,8,7,2,5,0,7,0,2,1,2
4,AgentA wins,13.86,6,5,3,5,0,5,0,1,0,5
5,AgentA wins,17.03,7,6,2,5,0,6,0,1,1,4
6,AgentA wins,14.10,6,5,2,5,0,5,0,1,0,5
7,AgentA wins,17.01,7,6,2,5,0,6,0,1,0,2
8,AgentA wins,13.89,6,5,2,5,0,5,0,1,0,5
9,AgentA wins,24.25,10,9,4,5,0,9,0,1,2,4
10,AgentA wins,14.35,6,5,2,5,0,5,0,1,0,4
11,AgentA wins,14.50,6,5,2,5,0,5,0,1,0,5
12,AgentA wins,22.00,9,8,3,5,0,8,0,1,2,3
