Episode,Result,Duration,A_Attack,A_Block,A_Dodge,A_Hit,A_Blocked,B_Attack,B_Block,B_Dodge,B_Hit,B_Blocked
1,AgentA wins,16.66,7,5,3,5,0,6,0,1,1,4
2,AgentA wins,16.45,7,5,3,5,0,6,0,1,1,5
3,AgentA wins,13.76,6,4,3,5,0,5,0,1,0,4
4,AgentA wins,14.00,6,4,2,5,0,5,0,1,1,3
5,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
6,AgentA wins,13.94,6,4,3,5,0,5,0,1,1,4
7,AgentA wins,14.22,6,4,3,5,0,5,0,1,1,4
8,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
9,AgentA wins,13.86,6,4,3,5,0,5,0,1,1,3
10,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
11,AgentA wins,18.93,8,6,4,5,0,7,0,1,1,6
12,AgentA wins,16.53,7,5,3,5,0,6,0,1,1,5
13,AgentA wins,13.96,6,4,3,5,0,5,0,1,1,4
14,AgentA wins,15.58,7,2,1,5,0,6,0,1,0,0
15,AgentA wins,16.39,7,4,3,5,0,6,0,1,2,4
16,AgentA wins,16.48,7,5,3,5,0,6,0,1,0,5
17,AgentA wins,14.04,6,4,2,5,0,5,0,1,1,4
18,AgentA wins,13.98,6,3,3,5,0,5,0,1,1,2
19,AgentA wins,13.96,6,4,3,5,0,5,0,1,1,4
20,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
21,AgentA wins,19.32,8,6,4,5,0,7,0,1,0,6
22,AgentA wins,13.45,6,4,3,5,0,5,0,1,1,4
23,AgentA wins,14.01,6,4,3,5,0,5,0,1,1,4
24,AgentA wins,13.86,6,4,2,5,0,5,0,1,1,4
25,AgentA wins,14.09,6,4,3,5,0,5,0,1,1,4
26,AgentA wins,13.09,6,3,3,5,0,5,0,1,1,3
27,AgentA wins,15.94,7,5,3,5,0,6,0,1,1,5
28,AgentA wins,14.20,6,4,3,5,0,5,0,1,1,4
29,AgentA wins,14.00,6,4,2,5,0,5,0,1,1,4
30,AgentA wins,13.94,6,3,3,5,0,5,0,1,1,3
31,AgentA wins,18.97,8,5,4,5,0,7,0,1,1,3
32,AgentA wins,14.17,6,4,3,5,0,5,0,1,1,4
33,AgentA wins,14.21,6,4,3,5,0,5,0,1,1,4
34,AgentA wins,14.18,6,4,3,5,0,5,0,1,1,4
35,AgentA wins,13.94,6,4,3,5,0,5,0,1,0,4
36,AgentA wins,13.86,6,4,3,5,0,5,0,1,0,4
37,AgentA wins,13.90,6,4,3,5,0,5,0,1,0,4
38,AgentA wins,13.27,6,3,3,5,0,5,0,1,2,3
39,AgentA wins,14.00,6,4,2,5,0,5,0,1,1,4
40,AgentA wins,13.97,6,4,2,5,0,5,0,1,1,4
41,AgentA wins,13.91,6,4,3,5,0,5,0,1,1,4
42,AgentA wins,13.85,6,4,2,5,0,5,0,1,1,4
43,AgentA wins,14.04,6,4,3,5,0,5,0,1,1,4
44,AgentA wins,16.52,7,5,3,5,0,6,0,1,1,5
45,AgentA wins,13.09,6,3,0,5,0,5,0,1,0,0
46,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
47,AgentA wins,16.64,7,5,3,5,0,6,0,1,1,5
48,AgentA wins,16.47,7,5,3,5,0,6,0,1,1,5
49,AgentA wins,16.66,7,5,3,5,0,6,0,1,1,5
50,AgentA wins,16.13,7,4,3,5,0,6,0,1,1,4
51,AgentA wins,13.65,6,4,3,5,0,5,0,1,1,4
52,AgentA wins,13.98,6,4,3,5,0,5,0,1,1,4
53,AgentA wins,14.11,6,4,3,5,0,5,0,1,0,4
54,AgentA wins,25.65,11,4,1,5,0,10,0,2,0,0
55,AgentA wins,13.40,6,4,3,5,0,5,0,1,1,3
56,AgentA wins,14.21,6,4,3,5,0,5,0,1,1,4
57,AgentA wins,13.98,6,3,3,5,0,5,0,1,1,3
58,AgentA wins,14.07,6,4,3,5,0,5,0,1,1,4
59,AgentA wins,19.45,8,7,3,5,0,7,0,1,2,4
60,AgentA wins,14.09,6,4,2,5,0,5,0,1,1,4
61,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
62,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
63,AgentA wins,14.01,6,4,3,5,0,5,0,1,1,4
64,AgentA wins,13.47,6,4,3,5,0,5,0,1,1,4
65,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
66,AgentA wins,14.16,6,4,3,5,0,5,0,1,1,4
67,AgentA wins,14.00,6,4,3,5,0,5,0,1,1,4
68,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
69,AgentA wins,16.56,7,5,3,5,0,6,0,1,1,5
70,AgentA wins,14.07,6,4,3,5,0,5,0,1,1,3
71,AgentA wins,15.50,7,2,0,5,0,6,0,1,0,0
72,AgentA wins,16.47,7,5,3,5,0,6,0,1,1,5
73,AgentA wins,13.91,6,4,1,5,0,5,0,1,1,4
74,AgentA wins,13.87,6,4,3,5,0,5,0,1,0,4
75,AgentA wins,13.92,6,4,3,5,0,5,0,1,1,4
76,AgentA wins,16.64,7,5,3,5,0,6,0,1,1,5
77,AgentA wins,13.93,6,4,3,5,0,5,0,1,1,3
78,AgentA wins,16.60,7,5,3,5,0,6,0,1,1,5
79,AgentA wins,13.96,6,4,3,5,0,5,0,1,1,4
80,AgentA wins,13.94,6,4,3,5,0,5,0,1,1,3
81,AgentA wins,13.88,6,4,2,5,0,5,0,1,1,4
82,AgentA wins,13.87,6,4,3,5,0,5,0,1,1,4
83,AgentA wins,13.62,6,4,3,5,0,5,0,1,0,4
84,AgentA wins,13.87,6,4,2,5,0,5,0,1,1,4
85,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
86,AgentA wins,16.38,7,4,3,5,0,6,0,1,2,4
87,AgentA wins,16.43,7,5,3,5,0,6,0,1,1,4
88,AgentA wins,13.51,6,4,3,5,0,5,0,1,1,4
89,AgentA wins,13.10,6,2,0,5,0,5,0,1,0,0
90,AgentA wins,13.20,6,3,3,5,0,5,0,1,2,3
91,AgentA wins,16.51,7,4,2,5,0,6,0,1,1,4
92,AgentA wins,18.12,8,2,1,5,0,7,0,2,0,0
93,AgentA wins,13.87,6,4,2,5,0,5,0,1,1,4
94,AgentA wins,20.63,9,3,1,5,0,8,0,1,0,0
95,AgentA wins,16.77,7,5,3,5,0,6,0,1,1,5
96,AgentA wins,16.44,7,5,3,5,0,6,0,1,1,5
97,AgentA wins,16.56,7,5,3,5,0,6,0,1,1,5
98,AgentA wins,14.20,6,4,3,5,0,5,0,1,1,4
99,AgentA wins,16.55,7,4,3,5,0,6,0,1,2,4
100,AgentA wins,14.09,6,4,2,5,0,5,0,1,1,4
101,AgentA wins,14.05,6,4,3,5,0,5,0,1,1,4
102,AgentA wins,14.18,6,4,3,5,0,5,0,1,1,4
103,AgentA wins,14.11,6,4,3,5,0,5,0,1,1,4
104,AgentA wins,14.32,6,4,3,5,0,5,0,1,3,2
105,AgentA wins,20.65,9,2,2,5,0,8,0,1,0,0
106,AgentA wins,16.48,7,4,3,5,0,6,0,1,2,2
107,AgentA wins,15.56,7,1,1,5,0,6,0,1,0,0
108,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
109,AgentA wins,13.80,6,4,3,5,0,5,0,1,1,4
110,AgentA wins,16.52,7,5,3,5,0,6,0,1,1,5
111,AgentA wins,19.61,8,6,3,5,0,7,0,2,2,5
112,AgentA wins,16.89,7,5,3,5,0,6,0,1,1,5
113,AgentA wins,13.80,6,4,2,5,0,5,0,1,1,4
114,AgentA wins,14.00,6,4,3,5,0,5,0,1,1,4
115,AgentA wins,14.16,6,4,3,5,0,5,0,1,1,4
116,AgentA wins,13.88,6,4,3,5,0,5,0,1,1,4
117,AgentA wins,14.15,6,4,3,5,0,5,0,1,0,4
118,AgentA wins,13.05,6,2,0,5,0,5,0,1,0,0
119,AgentA wins,13.95,6,4,3,5,0,5,0,1,1,4
120,AgentA wins,14.14,6,3,2,5,0,5,0,1,3,1
121,AgentA wins,14.11,6,4,3,5,0,5,0,1,1,4
122,AgentA wins,13.94,6,4,2,5,0,5,0,1,1,4
123,AgentA wins,16.71,7,5,3,5,0,6,0,1,1,5
124,AgentA wins,16.50,7,5,3,5,0,6,0,1,1,5
125,AgentA wins,14.28,6,4,3,5,0,5,0,1,1,4
126,AgentA wins,13.01,6,3,0,5,0,5,0,1,0,0
127,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
128,AgentA wins,14.27,6,4,3,5,0,5,0,1,1,4
129,AgentA wins,13.08,6,1,0,5,0,5,0,1,0,0
130,AgentA wins,13.92,6,4,2,5,0,5,0,1,1,4
131,AgentA wins,13.77,6,3,3,5,0,5,0,1,3,1
132,AgentA wins,13.96,6,4,2,5,0,5,0,1,1,4
133,AgentA wins,13.04,6,1,1,5,0,5,0,1,0,0
134,AgentA wins,14.02,6,4,3,5,0,5,0,1,1,4
135,AgentA wins,16.59,7,5,3,5,0,6,0,1,1,5
136,AgentA wins,13.97,6,4,3,5,0,5,0,1,1,4
137,AgentA wins,16.36,7,5,3,5,0,6,0,1,1,5
138,AgentA wins,14.11,6,4,2,5,0,5,0,1,1,4
139,AgentA wins,14.03,6,4,3,5,0,5,0,1,1,4
140,AgentA wins,14.32,6,5,2,5,0,5,0,1,0,5
141,AgentA wins,13.95,6,4,2,5,0,5,0,1,1,4
142,AgentA wins,14.06,6,4,3,5,0,5,0,1,1,4
143,AgentA wins,16.44,7,4,3,5,0,6,0,1,2,4
